title,description,release,summary,tags
"Mass Effect 2","Recruit. Explore. Control.Two years after Commander Shepard repelled invading Reapers bent on the destruction of organic life, a mysterious new enemy has emerged. On the fringes of known space, something is silently abducting entire human colonies.","Released: 28 Jan, 2010","Overall user reviews:
			Overwhelmingly Positive
						(7,717 reviews)","[{""tags"":""RPG""},{""tags"":""Sci-fi""},{""tags"":""Story Rich""},{""tags"":""Third-Person Shooter""},{""tags"":""Action""},{""tags"":""Space""},{""tags"":""Singleplayer""},{""tags"":""Great Soundtrack""},{""tags"":""Adventure""},{""tags"":""Cinematic""},{""tags"":""Choices Matter""},{""tags"":""Third Person""},{""tags"":""Female Protagonist""},{""tags"":""Shooter""},{""tags"":""Atmospheric""},{""tags"":""Character Customization""},{""tags"":""Real-Time with Pause""},{""tags"":""Romance""},{""tags"":""Action RPG""},{""tags"":""Classic""}]"
"null","null","null","null","[]"
"The Culling","In a remote island paradise, 16 contestants have 25 minutes to explore, scavenge items, craft weapons, build traps, hunt and kill each other. There has never been a battle royale game this focused, brutal, and adrenaline-filled! Only one will be crowned the winner, do you have the guts to survive?","Released: 4 Mar, 2016","Overall user reviews:
			Mixed
						(12,603 reviews)","[{""tags"":""Early Access""},{""tags"":""Survival""},{""tags"":""Multiplayer""},{""tags"":""Action""},{""tags"":""First-Person""},{""tags"":""Crafting""},{""tags"":""Open World""},{""tags"":""Co-op""},{""tags"":""PvP""},{""tags"":""Gore""},{""tags"":""Indie""},{""tags"":""FPS""},{""tags"":""Violent""},{""tags"":""Blood""},{""tags"":""Strategy""},{""tags"":""Atmospheric""},{""tags"":""Competitive""},{""tags"":""Adventure""},{""tags"":""Massively Multiplayer""},{""tags"":""Shooter""}]"
"CyberLink PowerDirector 15 Ultra","PowerDirector video editing software provides easy-to-use and powerful tools for high quality video productions.","Released: 28 Nov, 2016","Overall user reviews:
			5 user reviews","[{""tags"":""Utilities""},{""tags"":""Video Production""},{""tags"":""Design & Illustration""},{""tags"":""Audio Production""},{""tags"":""Action""},{""tags"":""Movie""},{""tags"":""Software""},{""tags"":""Retro""},{""tags"":""Stylized""},{""tags"":""Education""},{""tags"":""Relaxing""},{""tags"":""Physics""}]"
"TY the Tasmanian Tiger","G'day Mate. Are you ready to explore the wilds of the Australian Outback in this remastered version of the classic game, TY the Tasmanian Tiger? Join TY on a RIPPER of an adventure to free his family from the Dreaming, through 17 levels of the Australian Outback, in their old-school 3D platforming...","Released: 12 Dec, 2016","Overall user reviews:
			Overwhelmingly Positive
						(1,159 reviews)","[{""tags"":""Adventure""},{""tags"":""3D Platformer""},{""tags"":""Action""},{""tags"":""Classic""},{""tags"":""Singleplayer""},{""tags"":""Indie""},{""tags"":""Retro""},{""tags"":""Open World""},{""tags"":""Platformer""},{""tags"":""Remake""},{""tags"":""Family Friendly""},{""tags"":""Great Soundtrack""}]"
"GUILTY GEAR Xrd -REVELATOR-","Astonishing 3D cell animations and overwhelming content volume, the next-generation fighting game ""GUILTY GEAR Xrd -REVELATOR-"" is now out on Steam! Total cast of 23 unique characters, and tons of game modes, get ready to ROCK!","Released: 14 Dec, 2016","Overall user reviews:
			Overwhelmingly Positive
						(565 reviews)","[{""tags"":""Fighting""},{""tags"":""Action""},{""tags"":""Anime""},{""tags"":""Great Soundtrack""},{""tags"":""2D Fighter""},{""tags"":""Multiplayer""}]"
"SPINTIRES™","Take responsibility of operating large all-terrain Soviet vehicles and venture across the rugged landscapes with only a map and compass to guide you. Explore the levels and unlock portions of the map whilst discovering new trucks, fuelling stations, garages and lumber mills.","Released: 12 Jun, 2014","Overall user reviews:
			Very Positive
						(9,689 reviews)","[{""tags"":""Simulation""},{""tags"":""Offroad""},{""tags"":""Physics""},{""tags"":""Multiplayer""},{""tags"":""Open World""},{""tags"":""Driving""},{""tags"":""Adventure""},{""tags"":""Realistic""},{""tags"":""Co-op""},{""tags"":""Atmospheric""},{""tags"":""Moddable""},{""tags"":""Exploration""},{""tags"":""Online Co-Op""},{""tags"":""Racing""},{""tags"":""Sandbox""},{""tags"":""Singleplayer""},{""tags"":""Difficult""},{""tags"":""Action""},{""tags"":""Survival""},{""tags"":""Indie""}]"
"Total War: WARHAMMER - Realm of The Wood Elves","To outsiders, the forest realm of Athel Loren is a brooding and malicious place. The creak and groan of living wood echoes from its dim interior, the canopy seems to absorb all light, and half-seen spirits dart between the twilit bowers. To enter is to place your fate in their hands.","Released: 8 Dec, 2016","Overall user reviews:
			Mostly Positive
						(690 reviews)","[{""tags"":""Strategy""},{""tags"":""Action""},{""tags"":""Violent""},{""tags"":""Fantasy""}]"
"Front Office Football Eight","Put yourself in the Front Office with Front Office Football, the professional football simulation from Solecismic Software. Manage your roster through trading, free agency and the amateur draft. Create game plans, organize depth charts and watch your franchise thrive for decades.","Released: 23 Nov, 2016","Overall user reviews:
			Very Positive
						(65 reviews)","[{""tags"":""Sports""},{""tags"":""Football""},{""tags"":""Simulation""},{""tags"":""Management""}]"
"Death Road to Canada","Control a car full of jerks as they explore cities, recruit weird people, rescue dogs, argue with each other, and face gigantic swarms of slow zombies. Randomly generated for a new story and rare events every time you play!","Released: 21 Jul, 2016","Overall user reviews:
			Overwhelmingly Positive
						(1,021 reviews)","[{""tags"":""Action""},{""tags"":""Indie""},{""tags"":""Zombies""},{""tags"":""Pixel Graphics""},{""tags"":""RPG""},{""tags"":""Rogue-like""},{""tags"":""Great Soundtrack""},{""tags"":""Local Co-Op""},{""tags"":""Survival""},{""tags"":""2D""},{""tags"":""Co-op""},{""tags"":""Comedy""},{""tags"":""Memes""},{""tags"":""Character Customization""},{""tags"":""Difficult""},{""tags"":""Multiplayer""}]"
"The Book of Unwritten Tales 2","Every world needs its heroes. However unlikely they may seem. Join Wilbur, Ivo, Nate and Critter in another classic point-and-click adventure in the wicked world of Aventásia. Help them fulfill their destiny. A destiny as yet unwritten.","Released: 19 Feb, 2015","Overall user reviews:
			Very Positive
						(279 reviews)","[{""tags"":""Adventure""},{""tags"":""Point & Click""},{""tags"":""Comedy""},{""tags"":""Fantasy""},{""tags"":""Singleplayer""},{""tags"":""Story Rich""},{""tags"":""Kickstarter""},{""tags"":""Funny""},{""tags"":""Atmospheric""}]"
"Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™","Valiant Hearts : The Great War is the story of 4 crossed destinies and a broken love in a world torn apart. Dive into a 2D animated comic book adventure, mixing exploration, action and puzzles.","Released: 25 Jun, 2014","Overall user reviews:
			Overwhelmingly Positive
						(11,487 reviews)","[{""tags"":""Atmospheric""},{""tags"":""Historical""},{""tags"":""Adventure""},{""tags"":""World War I""},{""tags"":""War""},{""tags"":""Story Rich""},{""tags"":""2D""},{""tags"":""Puzzle""},{""tags"":""Great Soundtrack""},{""tags"":""Singleplayer""},{""tags"":""Side Scroller""},{""tags"":""Platformer""},{""tags"":""Action""},{""tags"":""Comic Book""},{""tags"":""Education""},{""tags"":""Indie""},{""tags"":""Music""},{""tags"":""Casual""},{""tags"":""Point & Click""},{""tags"":""RPG""}]"
"The Crew™ Season Pass","The Crew™ Season Pass provides players with access to add-on content including two exclusive cars at launch December 2, 2014. Players will also receive early access to each of the four car packs one week in advance, including new stickers and tuning kits.","Released: 1 Dec, 2014","Overall user reviews:
			Mixed
						(186 reviews)","[{""tags"":""Racing""},{""tags"":""Action""},{""tags"":""Massively Multiplayer""},{""tags"":""Open World""}]"
"City of God I - Prison Empire","Hey, son! I am the deputy mayor of Crist City, and my secretary should told you the price of the warden of pompii prison, right? Do you want to be a warden, boy? There are lot of people waiting for this position,so I don’t have too much time waste on you! Don't be shilly-shally,boy!","Released: 6 Mar, 2017","Overall user reviews:
			Mostly Positive
						(580 reviews)","[{""tags"":""Early Access""},{""tags"":""Simulation""},{""tags"":""Indie""},{""tags"":""RPG""}]"
"Mission Pack 1: Time of the Mutants","Prepare to challenge 26 of the most intense missions the EDF has ever faced! Some of these missions come from Earth Defense Force 2025, some are brand-new, but they all have one thing in common: They're really, really, REALLY hard. Can you survive the Time of the Mutants?","Released: 8 Aug, 2016","Overall user reviews:
			Positive
						(27 reviews)","[{""tags"":""Action""}]"
"Castle Crashers®","Hack, slash, and smash your way to victory in this award winning 2D arcade adventure from The Behemoth!","Released: Sep 26, 2012","Overall user reviews:
			Overwhelmingly Positive
						(29,966 reviews)","[{""tags"":""Co-op""},{""tags"":""Action""},{""tags"":""Adventure""},{""tags"":""Beat 'em up""},{""tags"":""Multiplayer""},{""tags"":""Local Co-Op""},{""tags"":""Indie""},{""tags"":""Funny""},{""tags"":""Online Co-Op""},{""tags"":""Comedy""},{""tags"":""Hack and Slash""},{""tags"":""RPG""},{""tags"":""2D""},{""tags"":""Casual""},{""tags"":""Local Multiplayer""},{""tags"":""Controller""},{""tags"":""Great Soundtrack""},{""tags"":""Side Scroller""},{""tags"":""Fantasy""},{""tags"":""Action RPG""}]"
"The Sims™ 3 Late Night","Get your Sims an all-access pass to the hottest spots in town. Whether they mingle with celebrities or enjoy a casual night with friends, your Sims’ social lives are getting a boost!","Released: 27 Jan, 2011","Overall user reviews:
			Positive
						(41 reviews)","[{""tags"":""Simulation""}]"
"Gang Beasts","Gang Beasts is a silly multiplayer party game with surly gelatinous characters, brutal mêlée fight sequences, and absurdly hazardous environments. Online multiplayer is supported in the 'unstable' Early Access builds on Steam but is not available in the default Steam Early Access game currently.","Released: 29 Aug, 2014","Overall user reviews:
			Mostly Positive
						(9,638 reviews)","[{""tags"":""Early Access""},{""tags"":""Funny""},{""tags"":""Multiplayer""},{""tags"":""Fighting""},{""tags"":""Local Multiplayer""},{""tags"":""Physics""},{""tags"":""Comedy""},{""tags"":""Beat 'em up""},{""tags"":""Action""},{""tags"":""Co-op""},{""tags"":""4 Player Local""},{""tags"":""Colorful""},{""tags"":""Third Person""},{""tags"":""Indie""},{""tags"":""Casual""},{""tags"":""Adventure""},{""tags"":""Singleplayer""},{""tags"":""Great Soundtrack""},{""tags"":""Simulation""},{""tags"":""Sandbox""}]"
"STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™","5 years after the events of the award winning original, the Sith are on the verge of crushing the Old Republic. As a lone Jedi, will you follow the light side or succumb to the dark?","Released: Aug 23, 2012","Overall user reviews:
			Very Positive
						(5,689 reviews)","[{""tags"":""RPG""},{""tags"":""Star Wars""},{""tags"":""Sci-fi""},{""tags"":""Story Rich""},{""tags"":""Singleplayer""},{""tags"":""Classic""},{""tags"":""Real-Time with Pause""},{""tags"":""Adventure""},{""tags"":""Party-Based RPG""},{""tags"":""Choices Matter""},{""tags"":""Moddable""},{""tags"":""Character Customization""},{""tags"":""Third Person""},{""tags"":""Female Protagonist""},{""tags"":""Space""},{""tags"":""Multiple Endings""},{""tags"":""Atmospheric""},{""tags"":""Action""},{""tags"":""Turn-Based Combat""},{""tags"":""Turn-Based""}]"
"Euro Truck Simulator 2 - Wheel Tuning Pack","Ultimate wheel customization is here! Paint, tune and customize your nuts, discs, hubs and hub covers exactly as you want.","Released: 13 Apr, 2016","Overall user reviews:
			Very Positive
						(239 reviews)","[{""tags"":""Simulation""},{""tags"":""Indie""},{""tags"":""Singleplayer""}]"
"Action! - Gameplay Recording and Streaming","With Action! you can record and LIVE stream your gameplay, Windows desktop, web videos, music, benchmark and display games fps, add webcams, live audio commentary and more!","Released: 8 May, 2014","Overall user reviews:
			Mostly Positive
						(967 reviews)","[{""tags"":""Video Production""},{""tags"":""Audio Production""},{""tags"":""Utilities""},{""tags"":""Software Training""},{""tags"":""Action""}]"
"Craft The World - Dig with Friends","Play Craft the World with your friends and other players in the hotly anticipated Dig with Friends DLC!Dig with Friend has two new multiplayer modes that are separated from the single player game and support up to five simultaneous players.","Released: 21 Mar, 2017","Overall user reviews:
			Mixed
						(23 reviews)","[{""tags"":""Strategy""},{""tags"":""RPG""},{""tags"":""Indie""},{""tags"":""Simulation""}]"
"iRacing","We are the world’s premier motorsports racing simulation/game. An iRacing.com membership provides entry into the newest form of competitive motorsport: internet racing. Internet racing is a fun, easy, and inexpensive way for race fans, simracers and gamers alike to enjoy the thrill of the racetrack...","Released: 12 Jan, 2015","Overall user reviews:
			Mostly Positive
						(138 reviews)","[{""tags"":""Racing""},{""tags"":""Simulation""},{""tags"":""Sports""},{""tags"":""Massively Multiplayer""},{""tags"":""Realistic""},{""tags"":""Multiplayer""},{""tags"":""Driving""},{""tags"":""VR""},{""tags"":""Free to Play""},{""tags"":""First-Person""}]"
"SimplePlanes","Build airplanes by snapping parts together, designing wing sections, and attaching engines. At any time, you can strap yourself into the cockpit and see how it flies with realistic physics. If you're not in the mood for building, over 100,000 airplanes are available to download for free.","Released: 17 Dec, 2015","Overall user reviews:
			Very Positive
						(3,399 reviews)","[{""tags"":""Simulation""},{""tags"":""Sandbox""},{""tags"":""Building""},{""tags"":""Flight""},{""tags"":""Open World""},{""tags"":""Singleplayer""},{""tags"":""Indie""},{""tags"":""Physics""},{""tags"":""Moddable""},{""tags"":""Funny""},{""tags"":""Multiplayer""},{""tags"":""Action""},{""tags"":""Destruction""},{""tags"":""Adventure""},{""tags"":""Realistic""},{""tags"":""Shooter""},{""tags"":""Racing""},{""tags"":""Co-op""},{""tags"":""Great Soundtrack""},{""tags"":""Strategy""}]"
"First Person Tennis - The Real Tennis Simulator","First Person Tennis is the first tennis simulator developed for HTC Vive and Oculus Rift. Now, you can play on a real tennis court and face professional tennis players. You'll have to show all your technical and tactical skills. The game is designed for gamepad or keyboard too.","Released: Dec 6, 2016","Overall user reviews:
			Positive
						(25 reviews)","[{""tags"":""Early Access""},{""tags"":""Casual""},{""tags"":""Sports""},{""tags"":""Indie""},{""tags"":""Simulation""},{""tags"":""VR""}]"
"Cities: Skylines","Cities: Skylines is a modern take on the classic city simulation. The game introduces new game play elements to realize the thrill and hardships of creating and maintaining a real city whilst expanding on some well-established tropes of the city building experience.","Released: 10 Mar, 2015","Overall user reviews:
			Very Positive
						(30,599 reviews)","[{""tags"":""City Builder""},{""tags"":""Simulation""},{""tags"":""Building""},{""tags"":""Strategy""},{""tags"":""Moddable""},{""tags"":""Singleplayer""},{""tags"":""Management""},{""tags"":""Sandbox""},{""tags"":""Economy""},{""tags"":""Resource Management""},{""tags"":""Realistic""},{""tags"":""Replay Value""},{""tags"":""Casual""},{""tags"":""Mod""},{""tags"":""Family Friendly""},{""tags"":""Great Soundtrack""},{""tags"":""Real-Time with Pause""},{""tags"":""Modern""},{""tags"":""Funny""},{""tags"":""Action""}]"
